SRR12574846,SRR12574848,SRR12574847,GCF_000271045_1,GCF_003609715_1,GCF_000445035_1,GCF_017183915_1,GCF_001050395_1,GCF_001677215_1,GCF_900141515_1,GCF_001456355_1,GCF_004367295_1,GCF_000497265_2,GCF_000332605_1,GCF_001677135_1,GCF_004924335_1,GCF_006494735_1,GCF_001440135_1,GCF_009729205_1,GCF_001440155_1,GCF_001440275_1,GCF_001440005_1,GCF_017189435_1
1.0,0.9091833854810575,0.9091292830462423,0.9344272819080313,0.9214926069778112,0.9330531278913217,0.9210739688849044,0.9247575194067904,0.9360659915606391,0.9336918845368104,0.8475045552969348,0.8523762062193678,0.9408457661273234,0.9251510127124769,0.8627460427644735,0.8302634320385667,0.8455163099652718,0.8430973013596124,0.8224927932240427,0.8436024429619096,0.843669947778814,0.8390398094800029,0.9250433194117961
0.9091833854810575,1.0,0.9201794433893713,0.9047662562486464,0.9056562305257796,0.9029461793639129,0.9054705102636991,0.9203216853775795,0.9039634121212703,0.9043685744625042,0.830253571873573,0.8343108578268099,0.9036160298539168,0.9240813671307332,0.8403658181594024,0.8194198034007046,0.8256351475435013,0.81945876213607,0.809487363177802,0.8196668285809668,0.8197022315156457,0.8209086427215562,0.9206141573808859
0.9091292830462423,0.9201794433893713,1.0,0.9052719432364639,0.9056210108105954,0.9029629241887173,0.9053348339758731,0.9225074542698248,0.9044370779354435,0.904549534160133,0.8304906079047611,0.8310623923954845,0.9040419165156267,0.9208154467661407,0.8395588446810832,0.8181434446065874,0.8306758641775065,0.832151214731126,0.8075124521670264,0.8321170309923452,0.8321532879177975,0.8248011661276827,0.9207194921989184
0.9344272819080313,0.9047662562486464,0.9052719432364639,1.0,0.9738785675299229,0.9869279814069305,0.9725145860014421,0.9764768905096226,0.9891061311281982,0.9885607410691758,0.8944853796140164,0.892218094381626,0.9906591422784448,0.9740011347906813,0.8990250092695431,0.8736388672620228,0.8789717338710433,0.9023460293302831,0.8649445164552003,0.9019887769172195,0.9023678271693671,0.8796104163070563,0.9737208733425042
0.9214926069778112,0.9056562305257796,0.9056210108105954,0.9738785675299229,1.0,0.9690422983859611,0.9914338443451942,0.9762107854977685,0.9723808444984698,0.970388317529214,0.893301373528121,0.8919638477851969,0.974925775564824,0.9753700020079751,0.8970855893259928,0.8780482762617806,0.8815366331185437,0.8786051227999265,0.8688318857565606,0.8782510809505981,0.8786267273358516,0.8825940754271085,0.9751752318198356
0.9330531278913217,0.9029461793639129,0.9029629241887173,0.9869279814069305,0.9690422983859611,1.0,0.9678792424628939,0.9714569035891734,0.9868882911097461,0.9904691121389427,0.8916525861745547,0.8899006204849398,0.9883069937751301,0.9717712467282157,0.8991094653106817,0.8728120167127548,0.8800905086369138,0.8783379946183235,0.8643678641972419,0.877990989442797,0.8783591669153555,0.8803960973935464,0.9717752042615326
0.9210739688849044,0.9054705102636991,0.9053348339758731,0.9725145860014421,0.9914338443451942,0.9678792424628939,1.0,0.9747314858923519,0.9710559295878592,0.9688933482661193,0.8916023620334175,0.8892072137379604,0.9730536158992298,0.9747845930120164,0.8966230312917205,0.87569633957191,0.8800435910727115,0.8773940128937777,0.8677251769919494,0.8770479265419256,0.8774151289057641,0.8806276184399047,0.9743053220891378
0.9247575194067904,0.9203216853775795,0.9225074542698248,0.9764768905096226,0.9762107854977685,0.9714569035891734,0.9747314858923519,1.0,0.9740153501081721,0.9750444038766449,0.8921561485358651,0.8910268629722222,0.9741737965686171,0.9919939027711691,0.8969404971156317,0.8770598394589764,0.8797827543002521,0.900932568878814,0.866646331094865,0.9005733038986642,0.9009544905804048,0.8803859230894645,0.9913245031599122
0.9360659915606391,0.9039634121212703,0.9044370779354435,0.9891061311281982,0.9723808444984698,0.9868882911097461,0.9710559295878592,0.9740153501081721,1.0,0.9879553076134063,0.8953972276514821,0.8901973136220029,0.9913743517615253,0.9732621734897674,0.8976424297267861,0.8734484402487848,0.8802574725404715,0.8970043945263878,0.86424426127539,0.8966514556651061,0.8970259282746911,0.8813712437165552,0.9727789094458328
0.9336918845368104,0.9043685744625042,0.904549534160133,0.9885607410691758,0.970388317529214,0.9904691121389427,0.9688933482661193,0.9750444038766449,0.9879553076134063,1.0,0.8919020899482598,0.894852731619596,0.9887864219849666,0.9735990481636638,0.9013222083882092,0.8741868338755492,0.8846285975268209,0.901846673258278,0.8640842398271998,0.9014875818332485,0.9018685841473345,0.8800600858918276,0.9737259326770996
0.8475045552969348,0.830253571873573,0.8304906079047611,0.8944853796140164,0.893301373528121,0.8916525861745547,0.8916023620334175,0.8921561485358651,0.8953972276514821,0.8919020899482598,1.0,0.8941884123331031,0.8945015686544021,0.8911763374778745,0.8864657321622043,0.8890503835705588,0.894245697650091,0.8912358214287416,0.8784144430315411,0.8908645324726737,0.8912584836887745,0.8927806983533115,0.8919417363259995
